,query,embedding_output,RT_1,RT_2,RT_submit,catchResponse,species,sameSpecies,pid,birdExperience,attentionWeight,n_reference,n_select,is_ranked
0,./img/warblers_finalized/C19.jpg,"['C19', 'G31', 'G11', 'G1', 'T10', 'C20', 'T23', 'T15', 'R36']",3556,4118,6750,NA,C,False,28160,6,0.19999999999999996,8,2,True
1,./img/warblers_finalized/T26.jpg,"['T26', 'T36', 'T33', 'T18', 'T7', 'T38', 'T0', 'T21', 'T15']",2459,2967,4201,NA,T,True,28160,6,0.19999999999999996,8,2,True
2,./img/warblers_finalized/G7.jpg,"['G7', 'G7', 'C32', 'R2', 'T12', 'R23', 'T19', 'C14', 'T24']",511,969,1502,1,G,False,28160,6,0.19999999999999996,8,2,True
3,./img/warblers_finalized/R35.jpg,"['R35', 'R19', 'R27', 'R6', 'R39', 'R38', 'R22', 'R9', 'R26']",347,798,1227,NA,R,True,28160,6,0.19999999999999996,8,2,True
4,./img/warblers_finalized/G32.jpg,"['G32', 'C22', 'R4', 'T7', 'G22', 'T3', 'G37', 'C16', 'G15']",271,663,1079,NA,G,False,28160,6,0.19999999999999996,8,2,True
5,./img/warblers_finalized/T21.jpg,"['T21', 'T6', 'T20', 'T30', 'T4', 'T5', 'T27', 'T25', 'T19']",239,610,1013,NA,T,True,28160,6,0.19999999999999996,8,2,True
6,./img/warblers_finalized/G28.jpg,"['G28', 'G32', 'G15', 'R17', 'C33', 'G25', 'C17', 'G6', 'C26']",620,1226,1508,NA,G,False,28160,6,0.19999999999999996,8,2,True
7,./img/warblers_finalized/R30.jpg,"['R30', 'R39', 'R26', 'R0', 'R37', 'R3', 'R16', 'R33', 'R24']",294,887,1113,NA,R,True,28160,6,0.19999999999999996,8,2,True
8,./img/warblers_finalized/C5.jpg,"['C5', 'C16', 'R14', 'T7', 'C2', 'T13', 'T32', 'R12', 'G39']",280,800,967,NA,C,False,28160,6,0.19999999999999996,8,2,True
9,./img/warblers_finalized/R19.jpg,"['R19', 'T9', 'R1', 'R28', 'R15', 'G25', 'R3', 'T34', 'C3']",214,1089,1270,NA,R,False,28160,6,0.19999999999999996,8,2,True
10,./img/warblers_finalized/T0.jpg,"['T0', 'G1', 'G24', 'C33', 'G27', 'C19', 'C36', 'C5', 'R4']",581,1189,1346,NA,T,False,28160,6,0.19999999999999996,8,2,True
11,./img/warblers_finalized/T17.jpg,"['T17', 'T11', 'T3', 'T34', 'T5', 'T6', 'T20', 'T28', 'T31']",282,891,1047,NA,T,True,28160,6,0.19999999999999996,8,2,True
12,./img/warblers_finalized/T2.jpg,"['T2', 'R3', 'C4', 'R38', 'C14', 'C37', 'T22', 'T32', 'G18']",20979,21655,21879,NA,T,False,28160,6,0.19999999999999996,8,2,True
13,./img/warblers_finalized/G30.jpg,"['G30', 'G38', 'G27', 'G29', 'G35', 'G12', 'G31', 'G34', 'G26']",554,1430,1632,NA,G,True,28160,6,0.19999999999999996,8,2,True
14,./img/warblers_finalized/C14.jpg,"['C14', 'R7', 'C2', 'C1', 'R19', 'G20', 'R8', 'R35', 'T34']",288,772,941,NA,C,False,28160,6,0.19999999999999996,8,2,True
15,./img/warblers_finalized/G26.jpg,"['G26', 'G30', 'G26', 'G15', 'G20', 'G38', 'G5', 'G28', 'G24']",224,696,843,1,G,True,28160,6,0.19999999999999996,8,2,True
16,./img/warblers_finalized/R15.jpg,"['R15', 'C35', 'T39', 'G14', 'R38', 'G32', 'C3', 'T26', 'C14']",233,806,953,NA,R,False,28160,6,0.19999999999999996,8,2,True
17,./img/warblers_finalized/G8.jpg,"['G8', 'C9', 'R7', 'T21', 'C23', 'G0', 'G18', 'T2', 'T6']",84,572,701,NA,G,False,28160,6,0.19999999999999996,8,2,True
18,./img/warblers_finalized/T19.jpg,"['T19', 'T3', 'R19', 'T15', 'G17', 'R3', 'R26', 'C19', 'C21']",80,644,822,NA,T,False,28160,6,0.19999999999999996,8,2,True
19,./img/warblers_finalized/G27.jpg,"['G27', 'C14', 'C4', 'G7', 'G31', 'G17', 'C32', 'R36', 'C21']",188,695,930,NA,G,False,28160,6,0.19999999999999996,8,2,True
20,./img/warblers_finalized/T25.jpg,"['T25', 'C14', 'C6', 'C29', 'R38', 'C13', 'G6', 'T18', 'C21']",553,1505,1719,NA,T,False,28160,6,0.19999999999999996,8,2,True
21,./img/warblers_finalized/T4.jpg,"['T4', 'T25', 'T1', 'T19', 'T34', 'T0', 'T7', 'T26', 'T9']",279,922,1100,NA,T,True,28160,6,0.19999999999999996,8,2,True
22,./img/warblers_finalized/G34.jpg,"['G34', 'T1', 'R21', 'T33', 'C16', 'C36', 'T36', 'G36', 'R38']",861,1582,1751,NA,G,False,28160,6,0.19999999999999996,8,2,True
23,./img/warblers_finalized/R4.jpg,"['R4', 'R34', 'R3', 'R24', 'R37', 'R6', 'R19', 'R12', 'R33']",763,1302,1485,NA,R,True,28160,6,0.19999999999999996,8,2,True
24,./img/warblers_finalized/C9.jpg,"['C9', 'C9', 'C18', 'C21', 'C11', 'C29', 'C30', 'C1', 'C31']",210,842,987,1,C,True,28160,6,0.19999999999999996,8,2,True
25,./img/warblers_finalized/R8.jpg,"['R8', 'T7', 'G15', 'G30', 'C25', 'T18', 'G26', 'C17', 'C1']",294,1969,2127,NA,R,False,28160,6,0.19999999999999996,8,2,True
26,./img/warblers_finalized/T15.jpg,"['T15', 'T25', 'G22', 'T19', 'G14', 'C8', 'T18', 'C27', 'R35']",613,1219,1367,NA,T,False,28160,6,0.19999999999999996,8,2,True
27,./img/warblers_finalized/G36.jpg,"['G36', 'G21', 'G38', 'T21', 'R21', 'R30', 'R26', 'C29', 'C38']",221,830,978,NA,G,False,28160,6,0.19999999999999996,8,2,True
28,./img/warblers_finalized/T34.jpg,"['T34', 'T22', 'G35', 'R30', 'C39', 'G17', 'R9', 'T15', 'C22']",177,986,1211,NA,T,False,28160,6,0.19999999999999996,8,2,True
29,./img/warblers_finalized/G20.jpg,"['G20', 'R17', 'C27', 'T34', 'T35', 'R32', 'G9', 'C4', 'G24']",215,1158,1417,NA,G,False,28160,6,0.19999999999999996,8,2,True
30,./img/warblers_finalized/T29.jpg,"['T29', 'T38', 'T25', 'G12', 'T13', 'R19', 'G26', 'C39', 'G35']",196,837,1086,NA,T,False,28160,6,0.19999999999999996,8,2,True
31,./img/warblers_finalized/G2.jpg,"['G2', 'R30', 'G21', 'C7', 'T33', 'C20', 'G26', 'T35', 'T18']",235,1135,1361,NA,G,False,28160,6,0.19999999999999996,8,2,True
32,./img/warblers_finalized/C10.jpg,"['C10', 'G32', 'R38', 'T15', 'G4', 'C16', 'G13', 'R25', 'G27']",255,772,997,NA,C,False,28160,6,0.19999999999999996,8,2,True
